PolicyID,CustomerID,ProductLine,Region,Channel,PolicyStartDate,PolicyEndDate,Exposure,Premium,ClaimCount,ClaimAmount,Age,VehicleAge
POL-103682,CUST-50349,Motor,North,Direct,2022-06-07,2022-12-07,0.833,883.25,0,0.0,33.0,14
POL-103683,CUST-50604,Home,Central,Agent,2023-02-21,2023-09-12,0.899,749.16,1,2304.55,66.0,6
POL-103684,CUST-50234,Liability,North,Agent,2023-12-14,2024-10-15,0.435,515.75,0,0.0,71.0,11
POL-103685,CUST-50570,Motor,East,Agent,2022-04-23,2023-02-02,0.346,347.91,0,0.0,54.0,8
POL-103686,CUST-51967,Motor,East,Direct,2022-03-19,2022-09-30,0.836,524.33,0,0.0,53.0,2
POL-103687,CUST-52091,Commercial,West,Agent,2023-11-18,2024-06-28,0.442,693.05,0,0.0,48.0,7
POL-103688,CUST-51943,Home,West,Agent,2023-12-07,2024-09-11,0.274,190.12,0,0.0,41.0,8
POL-103689,CUST-52714,Motor,West,Online,2022-05-03,2023-03-14,0.869,877.18,1,5383.66,43.0,6
POL-103690,CUST-52572,Motor,South,Broker,2022-10-21,2023-06-21,0.629,592.58,0,0.0,47.0,18
POL-103691,CUST-50980,Motor,West,Online,2023-04-03,2024-03-24,0.495,415.12,0,0.0,45.0,7
POL-103692,CUST-50569,Home,West,Broker,2022-05-23,2023-05-22,0.259,167.2,0,0.0,65.0,12
POL-103693,CUST-51262,Home,North,Agent,2022-08-27,2023-07-15,0.276,235.65,0,0.0,61.0,0
POL-103694,CUST-52782,Home,West,Direct,2022-10-16,2023-07-07,0.844,486.85,0,0.0,37.0,6
POL-103695,CUST-52904,Commercial,North,Broker,2023-04-14,2024-03-22,0.617,1117.53,0,0.0,47.0,17
POL-103696,CUST-50614,Motor,East,Online,2022-08-13,2023-06-24,0.362,346.23,0,0.0,30.0,17
POL-103697,CUST-50435,Home,South,Agent,2022-10-28,2023-07-31,0.519,325.22,0,0.0,28.0,19
POL-103698,CUST-52212,Motor,South,Online,2022-07-31,2023-04-19,0.374,314.73,0,0.0,39.0,1
POL-103699,CUST-52638,Motor,South,Broker,2023-07-09,2024-06-07,0.335,306.41,0,0.0,21.0,17
POL-103700,CUST-52850,Home,Central,Online,2022-04-22,2023-01-30,0.457,356.97,0,0.0,66.0,5
POL-103701,CUST-52877,Home,Central,Agent,2022-06-18,2023-01-18,0.662,322.4,0,0.0,25.0,0
POL-103702,CUST-50848,Liability,West,Direct,2022-07-02,2023-07-02,0.408,534.77,0,0.0,36.0,1
POL-103703,CUST-52398,Motor,West,Agent,2023-10-24,2024-05-03,0.508,536.25,0,0.0,32.0,15
POL-103704,CUST-52021,Motor,South,Online,2023-11-21,2024-09-25,0.608,488.02,1,4047.41,29.0,11
POL-103705,CUST-51009,Motor,North,Agent,2023-01-01,2023-10-30,0.565,339.6,0,0.0,38.0,11
POL-103706,CUST-50047,Home,East,Broker,2022-04-25,2023-02-08,0.346,165.97,0,0.0,58.0,17
POL-103707,CUST-51960,Motor,East,Direct,2023-07-06,2024-01-11,0.279,189.98,0,0.0,68.0,1
POL-103708,CUST-51084,Commercial,South,Broker,2022-12-26,2023-09-23,0.277,310.28,0,0.0,28.0,1
POL-103709,CUST-50874,Commercial,South,Direct,2023-09-13,2024-08-24,0.513,574.21,0,0.0,31.0,18
POL-103710,CUST-50028,Home,North,Direct,2022-09-20,2023-05-02,0.789,671.2,0,0.0,44.0,12
POL-103711,CUST-50362,Home,Central,Agent,2023-12-31,2024-11-03,0.348,250.48,0,0.0,36.0,15
POL-103712,CUST-50570,Motor,South,Direct,2023-08-13,2024-07-17,0.84,909.96,0,0.0,,10
POL-103713,CUST-50322,Home,Central,Broker,2022-06-13,2023-06-05,0.787,533.79,0,0.0,30.0,2
POL-103714,CUST-52849,Home,West,Broker,2023-06-14,2024-03-16,0.253,177.82,0,0.0,40.0,10
POL-103715,CUST-50028,Commercial,North,Agent,2022-07-29,2023-03-24,0.27,515.49,0,0.0,49.0,19
POL-103716,CUST-51166,Home,North,Broker,2022-09-13,2023-07-20,0.396,216.89,0,0.0,39.0,2
POL-103717,CUST-52935,Motor,East,Online,2022-07-02,2023-03-29,0.292,294.41,0,0.0,53.0,2
POL-103718,CUST-50352,Motor,North,Online,2023-05-14,2024-03-05,0.649,733.43,0,0.0,63.0,6
POL-103719,CUST-51965,Motor,Central,Online,2022-07-11,2023-05-24,0.28,322.59,0,0.0,48.0,9
POL-103720,CUST-50750,Liability,Central,Direct,2023-04-12,2024-02-18,0.852,844.01,0,0.0,44.0,12
POL-103721,CUST-50963,Commercial,West,Agent,2023-03-02,2023-10-13,0.62,1168.43,0,0.0,72.0,3
POL-103722,CUST-51332,Commercial,South,Broker,2023-07-03,2024-05-18,0.796,1215.03,0,0.0,73.0,18
POL-103723,CUST-51737,Commercial,Central,Agent,2023-12-27,2024-10-02,0.813,1038.0,0,0.0,74.0,3
POL-103724,CUST-52282,Motor,West,Direct,2022-01-07,2022-12-26,0.63,468.92,0,0.0,18.0,4
POL-103725,CUST-51857,Commercial,South,Agent,2023-12-24,2024-10-21,0.944,1391.02,0,0.0,65.0,19
POL-103726,CUST-50061,Commercial,Central,Online,2022-03-21,2023-03-01,0.993,1267.82,0,0.0,69.0,7
POL-103727,CUST-50548,Motor,South,Agent,2023-01-20,2024-01-17,0.519,318.06,0,0.0,63.0,11
POL-103728,CUST-51882,Home,East,Agent,2022-09-06,2023-09-05,0.344,165.05,0,0.0,60.0,8
POL-103729,CUST-50866,Home,West,Online,2023-04-12,2024-02-24,0.522,418.94,0,0.0,38.0,5
POL-103730,CUST-50179,Commercial,Central,Agent,2023-06-11,2024-03-28,0.418,798.69,0,0.0,59.0,10
POL-103731,CUST-51641,Motor,North,Agent,2023-09-20,2024-04-08,0.648,722.17,0,0.0,51.0,15
POL-103732,CUST-50951,Commercial,South,Broker,2022-10-21,2023-06-29,0.534,842.13,0,0.0,65.0,0
POL-103733,CUST-52519,Liability,Central,Online,2023-11-13,2024-08-07,0.61,809.81,0,0.0,38.0,17
POL-103734,CUST-52668,Liability,East,Agent,2022-08-24,2023-07-15,0.822,845.33,0,0.0,60.0,3
POL-103735,CUST-50388,Motor,West,Broker,2022-05-29,2023-03-14,0.456,396.82,0,0.0,62.0,18
POL-103736,CUST-52331,Motor,West,Agent,2022-10-04,2023-06-22,0.653,572.85,0,0.0,65.0,19
POL-103737,CUST-52575,Home,South,Broker,2023-01-21,2023-08-16,0.501,272.69,0,0.0,27.0,18
POL-103738,CUST-51921,Motor,South,Agent,2023-05-03,2024-03-11,0.839,805.47,1,7859.26,67.0,13
POL-103739,CUST-51826,Motor,East,Broker,2023-08-31,2024-05-17,0.73,629.35,0,0.0,30.0,18
POL-103740,CUST-51391,Commercial,North,Broker,2022-06-14,2022-12-17,0.256,513.1,0,0.0,71.0,17
POL-103741,CUST-51468,Motor,West,Online,2022-08-10,2023-03-30,0.745,519.51,1,2525.7,20.0,12
POL-103742,CUST-50236,Motor,North,Direct,2023-11-17,2024-10-25,0.378,242.16,0,0.0,30.0,17
POL-103743,CUST-50431,Liability,Central,Direct,2022-11-18,2023-06-08,0.793,735.02,0,0.0,52.0,6
POL-103744,CUST-52052,Motor,West,Broker,2022-06-26,2023-03-08,0.676,488.92,0,0.0,48.0,16
POL-103745,CUST-51649,Liability,South,Agent,2023-12-21,2024-09-21,0.551,752.91,-1,-500.0,57.0,18
POL-103746,CUST-50521,Motor,North,Agent,2022-11-24,2023-06-07,0.771,714.99,0,0.0,41.0,12
POL-103747,CUST-51060,Motor,West,Broker,2023-12-21,2024-07-18,0.892,721.66,0,0.0,18.0,2
POL-103748,CUST-51938,Motor,East,Agent,2023-11-03,2024-10-22,0.834,815.18,0,0.0,53.0,4
POL-103749,CUST-50566,Motor,North,Agent,2023-10-24,2024-08-08,0.659,569.77,0,0.0,47.0,3
POL-103750,CUST-50632,Motor,East,Broker,2023-03-01,2023-10-06,0.792,569.65,0,0.0,46.0,10
POL-103751,CUST-52639,Commercial,Central,Agent,2023-08-06,2024-03-04,0.56,792.64,0,0.0,39.0,8
POL-103752,CUST-51374,Liability,West,Agent,2023-12-03,2024-08-18,0.842,743.01,1,4264.85,68.0,16
POL-103753,CUST-51381,Motor,West,Broker,2022-07-16,2023-05-26,0.872,849.65,0,0.0,63.0,5
POL-103754,CUST-50220,Motor,East,Direct,2022-01-28,2022-12-09,0.353,381.54,0,0.0,28.0,3
POL-103755,CUST-50239,Home,North,Agent,2022-08-23,2023-03-27,0.429,235.07,1,7042.04,20.0,12
POL-103756,CUST-51948,Home,Central,Direct,2023-04-10,2024-02-18,0.452,318.05,0,0.0,28.0,2
POL-103757,CUST-50906,Motor,West,Agent,2023-02-04,2024-01-16,0.375,381.2,0,0.0,20.0,18
POL-103758,CUST-50838,Motor,East,Online,2022-02-28,2022-10-08,0.544,443.45,0,0.0,58.0,1
POL-103759,CUST-50544,Motor,West,Broker,2023-02-14,2023-08-17,0.395,349.61,0,0.0,53.0,9
POL-103760,CUST-52260,Home,South,Broker,2022-05-08,2023-05-01,0.697,411.04,0,0.0,,18
POL-103761,CUST-52817,Motor,West,Direct,2023-01-05,2023-10-09,0.326,266.3,0,0.0,51.0,11
POL-103762,CUST-50781,Commercial,Central,Broker,2023-02-25,2024-01-15,0.452,663.5,0,0.0,64.0,16
POL-103763,CUST-50729,Motor,South,Broker,2023-04-10,2023-12-05,0.749,577.31,0,0.0,65.0,8
POL-103764,CUST-52339,Motor,North,Broker,2022-10-29,2023-06-21,0.549,486.17,0,0.0,42.0,15
POL-103765,CUST-51519,Home,West,Online,2022-10-26,2023-06-04,0.566,430.43,0,0.0,51.0,14
POL-103766,CUST-52382,Motor,Central,Online,2023-05-11,2023-12-17,0.848,703.51,0,0.0,50.0,10
POL-103767,CUST-52236,Commercial,Central,Broker,2023-07-01,2024-03-24,0.988,1950.92,0,0.0,72.0,2
POL-103768,CUST-52386,Home,Central,Online,2023-08-13,2024-02-28,0.674,356.28,0,0.0,61.0,19
POL-103769,CUST-50475,Commercial,South,Agent,2022-09-01,2023-08-03,0.309,454.62,0,0.0,35.0,0
POL-103770,CUST-51605,Home,Central,Broker,2022-11-06,2023-08-08,0.327,227.31,1,2910.74,68.0,7
POL-103771,CUST-51312,Motor,South,Broker,2022-08-30,2023-08-15,0.976,896.2,0,0.0,40.0,12
POL-103772,CUST-52600,Motor,East,Agent,2023-01-21,2023-10-21,0.759,879.25,0,0.0,61.0,15
POL-103773,CUST-51959,Home,Central,Online,2022-04-03,2022-11-25,0.814,467.85,0,0.0,73.0,10
POL-103774,CUST-52235,Home,Central,Online,2022-11-10,2023-08-12,0.757,452.6,0,0.0,64.0,8
POL-103775,CUST-52645,Motor,West,Online,2022-05-18,2022-12-12,0.385,365.53,0,0.0,24.0,8
POL-103776,CUST-52071,Motor,East,Direct,2023-01-24,2023-12-23,0.586,556.61,0,0.0,29.0,19
POL-103777,CUST-51962,Motor,East,Broker,2023-09-13,2024-07-22,0.849,902.93,0,0.0,63.0,6
POL-103778,CUST-51589,Motor,Central,Direct,2023-12-21,2024-07-15,0.9,960.96,0,0.0,25.0,17
POL-103779,CUST-50240,Motor,Central,Agent,2022-11-22,2023-09-06,0.428,257.43,0,0.0,18.0,1
POL-103780,CUST-52162,Home,South,Online,2022-02-11,2022-11-18,0.697,533.67,0,0.0,32.0,13
POL-103781,CUST-50964,Liability,North,Agent,2022-06-16,2023-01-19,0.368,433.67,0,0.0,45.0,13
POL-103782,CUST-50369,Motor,Central,Online,2022-03-18,2022-10-06,0.969,914.28,0,0.0,25.0,13
POL-103783,CUST-51052,Motor,Central,Direct,2023-07-09,2024-05-25,0.439,344.0,0,0.0,26.0,8
POL-103784,CUST-51041,Motor,North,Agent,2023-12-20,2024-08-05,0.795,902.09,1,2656.56,37.0,13
POL-103785,CUST-51164,Motor,East,Agent,2023-02-09,2023-11-12,0.423,437.48,0,0.0,52.0,8
POL-103786,CUST-50840,Home,East,Broker,2022-05-10,2022-12-22,0.712,388.51,0,0.0,49.0,11
POL-103787,CUST-52824,Motor,North,Agent,2022-01-16,2022-11-13,0.744,577.79,0,0.0,63.0,17
POL-103788,CUST-52650,Liability,West,Online,2023-12-14,2024-06-20,0.496,581.99,0,0.0,73.0,13
POL-103789,CUST-50107,Commercial,Central,Agent,2022-08-19,2023-04-22,0.864,1681.71,1,17129.22,19.0,14
POL-103790,CUST-51490,Home,South,Broker,2022-03-23,2022-12-29,0.914,591.26,0,0.0,57.0,19
POL-103791,CUST-50906,Liability,West,Agent,2022-05-10,2023-01-26,0.891,1148.62,0,0.0,27.0,4
POL-103792,CUST-52546,Home,North,Agent,2022-07-06,2023-04-25,0.498,298.72,0,0.0,38.0,11
POL-103793,CUST-51477,Liability,South,Agent,2023-04-24,2023-11-23,0.808,773.32,0,0.0,37.0,13
POL-103794,CUST-51902,Motor,East,Online,2023-10-14,2024-07-02,0.67,672.1,0,0.0,57.0,13
POL-103795,CUST-50259,Liability,Central,Direct,2022-07-20,2023-06-05,0.694,500.14,0,0.0,32.0,2
POL-103796,CUST-52139,Motor,Central,Online,2023-05-17,2024-01-14,0.608,412.02,0,0.0,68.0,15
POL-103797,CUST-51450,Motor,Central,Broker,2022-02-17,2022-09-14,0.7,719.89,0,0.0,39.0,3
POL-103798,CUST-52625,Liability,Central,Agent,2022-01-08,2022-12-11,0.352,299.93,0,0.0,64.0,8
POL-103799,CUST-50321,Motor,Central,Agent,2022-02-10,2022-12-31,0.557,389.44,0,0.0,72.0,14
POL-103800,CUST-50908,Motor,South,Broker,2023-11-05,2024-09-06,0.383,248.18,0,0.0,47.0,5
POL-103801,CUST-52513,Motor,North,Agent,2023-03-01,2024-01-23,0.46,335.24,0,0.0,23.0,2
POL-103802,CUST-50702,Motor,Central,Agent,2023-08-11,2024-06-30,0.346,257.43,0,0.0,57.0,13
POL-103803,CUST-50810,Motor,North,Direct,2022-01-16,2022-11-30,0.409,326.38,0,0.0,42.0,5
POL-103804,CUST-50906,Motor,East,Agent,2022-01-17,2022-10-18,0.836,964.16,1,2967.1,37.0,16
POL-103805,CUST-51569,Home,West,Broker,2023-09-12,2024-03-13,0.662,472.51,0,0.0,44.0,17
POL-103806,CUST-50163,Commercial,North,Broker,2022-03-16,2023-01-01,0.268,460.62,0,0.0,35.0,6
POL-103807,CUST-51854,Motor,Central,Direct,2022-04-24,2022-12-10,0.841,566.82,0,0.0,33.0,14
POL-103808,CUST-52429,Commercial,South,Broker,2023-01-14,2023-12-03,0.932,1128.24,0,0.0,74.0,4
POL-103809,CUST-50917,Home,South,Direct,2023-03-19,2023-12-11,0.91,749.86,0,0.0,33.0,18
POL-103810,CUST-50513,Commercial,South,Broker,2022-06-17,2023-05-31,0.867,1438.2,0,0.0,44.0,4
POL-103811,CUST-51053,Commercial,East,Agent,2022-11-21,2023-09-07,0.994,1825.77,0,0.0,58.0,17
POL-103812,CUST-51936,Liability,East,Agent,2023-05-08,2024-02-14,0.69,642.54,1,5668.42,30.0,15
POL-103813,CUST-51531,Motor,North,Agent,2022-11-20,2023-11-05,0.972,912.16,0,0.0,53.0,6
POL-103814,CUST-51811,Home,North,Broker,2022-10-07,2023-07-02,0.962,627.18,0,0.0,69.0,16
POL-103815,CUST-52416,Liability,East,Direct,2022-02-22,2022-10-29,0.485,401.05,0,0.0,64.0,12
POL-103816,CUST-52843,Commercial,South,Direct,2022-11-26,2023-08-02,0.898,1663.22,0,0.0,19.0,13
POL-103817,CUST-51358,Motor,West,Agent,2023-08-10,2024-07-17,0.844,669.79,0,0.0,41.0,7
POL-103818,CUST-52281,Home,Central,Agent,2023-04-03,2024-02-17,0.832,529.68,0,0.0,18.0,4
POL-103819,CUST-51472,Commercial,North,Agent,2023-10-14,2024-05-11,0.922,1060.29,0,0.0,52.0,13
POL-103820,CUST-50414,Motor,North,Online,2022-04-03,2022-12-30,0.538,524.45,0,0.0,36.0,1
POL-103821,CUST-51787,Home,West,Agent,2022-01-09,2022-09-15,0.55,427.54,0,0.0,68.0,6
POL-103822,CUST-52858,Commercial,North,Broker,2023-02-05,2023-12-02,0.73,1045.03,0,0.0,28.0,2
POL-103823,CUST-51275,Home,West,Agent,2022-05-11,2022-11-16,0.803,689.38,0,0.0,66.0,0
POL-103824,CUST-51620,Motor,East,Direct,2023-03-10,2024-01-16,0.91,680.92,0,0.0,37.0,0
POL-103825,CUST-52178,Home,East,Broker,2023-10-22,2024-09-04,0.907,737.32,0,0.0,70.0,1
POL-103826,CUST-52489,Home,West,Agent,2022-09-04,2023-04-14,0.791,590.88,0,0.0,29.0,18
POL-103827,CUST-50014,Motor,Central,Broker,2023-02-06,2023-09-02,0.968,1110.03,0,0.0,33.0,15
POL-103828,CUST-50171,Home,North,Direct,2023-05-13,2024-03-04,0.384,290.09,0,0.0,38.0,19
POL-103829,CUST-51449,Motor,North,Broker,2022-04-20,2022-12-03,0.963,856.53,0,0.0,74.0,1
POL-103830,CUST-50335,Commercial,West,Online,2023-10-18,2024-10-07,0.298,427.53,0,0.0,59.0,19
POL-103831,CUST-52769,Commercial,North,Online,2022-05-29,2023-04-18,0.667,1238.51,0,0.0,64.0,11
POL-103832,CUST-52113,Commercial,East,Broker,2023-08-14,2024-08-05,0.318,594.01,0,0.0,49.0,15
POL-103833,CUST-51847,Home,East,Online,2023-04-27,2024-01-31,0.676,466.16,0,0.0,63.0,17
POL-103834,CUST-51751,Motor,South,Online,2022-04-13,2023-04-02,0.543,549.93,0,0.0,53.0,5
POL-103835,CUST-51459,Commercial,East,Broker,2023-06-14,2023-12-13,0.311,461.77,0,0.0,56.0,14
POL-103836,CUST-50149,Motor,North,Direct,2022-05-24,2023-01-12,0.736,533.55,0,0.0,65.0,12
POL-103837,CUST-52316,Home,South,Broker,2023-03-14,2023-09-10,0.798,363.64,0,0.0,74.0,8
POL-103838,CUST-51434,Motor,North,Broker,2023-12-02,2024-10-03,0.381,374.89,0,0.0,50.0,9
POL-103839,CUST-51179,Home,Central,Broker,2023-11-27,2024-08-27,0.771,558.54,0,0.0,43.0,4
POL-103840,CUST-51309,Home,Central,Online,2023-09-29,2024-05-19,0.384,277.53,0,0.0,55.0,3
POL-103841,CUST-51401,Motor,South,Online,2022-12-27,2023-08-20,0.353,328.16,0,0.0,60.0,18
POL-103842,CUST-52824,Motor,North,Agent,2023-02-13,2023-12-09,0.361,288.34,0,0.0,74.0,14
POL-103843,CUST-50585,Motor,South,Direct,2022-08-08,2023-03-09,0.699,516.57,0,0.0,57.0,11
POL-103844,CUST-50531,Motor,Central,Direct,2023-11-04,2024-08-05,0.834,528.83,0,0.0,72.0,13
POL-103845,CUST-50372,Motor,Central,Online,2022-12-15,2023-10-05,0.698,476.78,0,0.0,59.0,8
POL-103846,CUST-51862,Commercial,West,Broker,2023-07-18,2024-02-27,0.857,1416.38,0,0.0,72.0,4
POL-103847,CUST-50076,Commercial,Central,Agent,2022-09-20,2023-04-30,0.694,1245.45,0,0.0,60.0,18
POL-103848,CUST-52375,Liability,North,Agent,2023-06-25,2024-02-25,0.848,1109.72,0,0.0,68.0,19
POL-103849,CUST-52194,Motor,East,Agent,2022-06-13,2023-03-30,0.982,633.32,0,0.0,28.0,4
POL-103850,CUST-52126,Motor,West,Agent,2023-06-20,2024-02-02,0.543,586.08,0,0.0,74.0,16
POL-103851,CUST-51404,Home,North,Agent,2022-02-03,2022-10-11,0.362,250.97,0,0.0,37.0,8
POL-103852,CUST-51231,Home,East,Agent,2022-03-18,2022-12-24,0.352,198.8,0,0.0,63.0,14
POL-103853,CUST-52818,Commercial,South,Online,2022-09-15,2023-04-17,0.698,1222.67,0,0.0,40.0,2
POL-103854,CUST-52491,Commercial,North,Broker,2022-12-18,2023-09-29,0.66,1332.67,0,0.0,44.0,9
POL-103855,CUST-50530,Home,South,Broker,2023-06-04,2023-12-26,0.388,232.28,0,0.0,60.0,2
POL-103856,CUST-50776,Home,Central,Direct,2022-09-20,2023-04-14,0.912,644.15,0,0.0,48.0,16
POL-103857,CUST-50731,Liability,East,Agent,2022-01-14,2022-08-26,0.968,837.25,1,3275.76,58.0,7
POL-103858,CUST-51418,Motor,North,Direct,2022-08-26,2023-04-16,0.44,315.48,1,5614.12,22.0,5
POL-103859,CUST-51916,Commercial,West,Online,2022-11-17,2023-05-21,0.405,472.38,0,0.0,65.0,13
POL-103860,CUST-50663,Commercial,East,Broker,2023-02-01,2024-01-25,0.41,429.53,0,0.0,41.0,19
POL-103861,CUST-50163,Motor,South,Broker,2023-04-16,2023-12-09,0.541,554.89,0,0.0,62.0,6
POL-103862,CUST-51155,Liability,South,Agent,2022-06-30,2023-05-25,0.89,699.65,0,0.0,34.0,14
POL-103863,CUST-51510,Commercial,East,Broker,2023-03-22,2024-03-03,0.697,1185.89,0,0.0,51.0,13
POL-103864,CUST-52017,Commercial,Central,Broker,2023-04-07,2024-02-29,0.301,571.19,0,0.0,51.0,9
POL-103865,CUST-50370,Motor,West,Agent,2023-07-21,2024-06-19,0.605,664.73,0,0.0,25.0,16
POL-103866,CUST-52067,Motor,East,Broker,2023-01-17,2023-08-03,0.318,245.78,0,0.0,45.0,2
POL-103867,CUST-50484,Home,South,Broker,2023-08-15,2024-04-20,0.555,270.84,1,3848.02,54.0,17
POL-103868,CUST-50879,Motor,North,Agent,2022-06-11,2023-04-25,0.553,474.82,0,0.0,65.0,8
POL-103869,CUST-51536,Motor,North,Agent,2023-06-04,2024-03-17,0.736,517.31,0,0.0,68.0,0
POL-103870,CUST-50315,Motor,North,Broker,2022-02-03,2022-08-03,0.662,541.01,0,0.0,39.0,19
POL-103871,CUST-51707,Motor,Central,Agent,2022-03-17,2022-12-27,0.906,845.7,1,4636.72,54.0,15
POL-103872,CUST-50115,Commercial,East,Direct,2023-09-24,2024-08-18,0.262,437.28,-1,0.0,27.0,16
POL-103873,CUST-50636,Home,North,Online,2022-12-13,2023-11-12,0.83,438.86,0,0.0,69.0,2
POL-103874,CUST-51697,Motor,Central,Direct,2023-03-30,2023-12-06,0.267,194.97,0,0.0,67.0,15
POL-103875,CUST-50813,Home,North,Agent,2023-03-17,2023-10-26,0.478,387.1,2,12850.19,74.0,13
POL-103876,CUST-51297,Motor,West,Broker,2023-05-23,2024-01-15,0.91,1053.06,0,0.0,45.0,18
POL-103877,CUST-50852,Motor,North,Direct,2022-06-29,2023-02-19,0.768,750.53,1,6159.05,38.0,7
POL-103878,CUST-51501,Home,East,Direct,2022-05-11,2023-01-10,0.379,256.08,0,0.0,61.0,18
POL-103879,CUST-50425,Home,East,Online,2022-02-01,2022-09-25,0.618,444.72,0,0.0,59.0,14
POL-103880,CUST-50466,Motor,Central,Broker,2023-09-24,2024-06-15,0.791,531.18,0,0.0,30.0,5
POL-103881,CUST-52897,Home,West,Agent,2022-06-13,2022-12-17,0.953,784.62,0,0.0,48.0,4
POL-103882,CUST-50996,Motor,East,Broker,2023-02-24,2023-10-13,0.726,522.08,1,2778.22,54.0,18
POL-103883,CUST-52076,Home,East,Online,2022-11-29,2023-07-25,0.269,194.93,0,0.0,43.0,12
POL-103884,CUST-50025,Motor,West,Direct,2022-04-29,2022-11-23,0.625,454.42,1,2597.42,39.0,2
POL-103885,CUST-50332,Commercial,East,Online,2022-10-30,2023-10-08,0.365,631.95,0,0.0,31.0,2
POL-103886,CUST-52362,Home,West,Direct,2022-03-02,2023-01-01,0.286,217.64,0,0.0,41.0,16
POL-103887,CUST-51071,Motor,East,Online,2022-05-09,2023-04-23,0.699,724.11,0,0.0,32.0,3
POL-103888,CUST-50900,Home,Central,Broker,2022-04-12,2023-01-21,0.833,516.51,0,0.0,35.0,4
POL-103889,CUST-50517,Commercial,North,Online,2023-08-25,2024-03-12,0.277,451.83,0,0.0,28.0,12
POL-103890,CUST-50799,Motor,West,Online,2023-02-19,2024-02-02,0.838,796.77,1,1645.74,39.0,17
POL-103891,CUST-50703,Home,Central,Online,2023-11-07,2024-07-29,0.78,582.36,0,0.0,53.0,6
POL-103892,CUST-52392,Commercial,West,Online,2022-11-15,2023-09-18,0.814,1238.49,0,0.0,39.0,13
POL-103893,CUST-52818,Motor,Central,Broker,2022-05-27,2023-02-01,0.434,389.23,0,0.0,26.0,14
POL-103894,CUST-50104,Liability,East,Direct,2023-03-21,2023-12-17,0.545,629.75,0,0.0,63.0,12
POL-103895,CUST-50410,Motor,East,Broker,2023-11-10,2024-08-07,0.34,236.72,0,0.0,42.0,13
POL-103896,CUST-51882,Commercial,North,Direct,2023-01-24,2023-09-13,0.429,719.55,0,0.0,51.0,4
POL-103897,CUST-52639,Commercial,South,Direct,2022-01-14,2022-10-24,0.477,555.92,0,0.0,47.0,12
POL-103898,CUST-50950,Liability,North,Direct,2022-08-10,2023-06-22,0.49,579.79,0,0.0,46.0,0
POL-103899,CUST-52525,Home,West,Broker,2023-11-07,2024-05-08,0.381,229.66,0,0.0,42.0,14
POL-103900,CUST-50013,Commercial,West,Direct,2023-01-14,2023-08-06,0.392,731.93,0,0.0,61.0,15
POL-103901,CUST-52231,Motor,North,Online,2023-11-26,2024-10-27,0.926,599.68,1,2310.72,66.0,15
POL-103902,CUST-52829,Motor,Central,Direct,2023-01-07,2023-10-19,0.838,728.23,0,0.0,69.0,0
POL-103903,CUST-51490,Commercial,South,Broker,2022-01-09,2023-01-05,0.508,601.84,0,0.0,43.0,18
POL-103904,CUST-51752,Motor,West,Online,2023-09-30,2024-07-18,0.961,1068.61,0,0.0,37.0,8
POL-103905,CUST-50775,Commercial,,Direct,2023-07-12,2024-05-08,0.429,489.97,0,0.0,22.0,1
POL-103906,CUST-52355,Motor,Central,Broker,2023-06-07,2024-05-19,0.555,490.45,0,0.0,43.0,10
POL-103907,CUST-52492,Motor,North,Broker,2023-12-10,2024-10-07,0.86,565.56,0,0.0,74.0,11
POL-103908,CUST-52499,Motor,North,Direct,2022-05-24,2023-01-20,0.582,622.53,0,0.0,32.0,8
POL-103909,CUST-52502,Home,North,Direct,2023-10-24,2024-07-28,0.426,237.03,0,0.0,66.0,14
POL-103910,CUST-50231,Motor,Central,Agent,2022-06-19,2023-01-28,0.526,498.89,0,0.0,61.0,10
POL-103911,CUST-51575,Motor,East,Agent,2023-12-10,2024-08-08,0.626,435.84,0,0.0,55.0,4
POL-103912,CUST-51527,Liability,North,Online,2022-05-20,2023-03-22,0.715,662.95,0,0.0,50.0,12
POL-103913,CUST-50142,Commercial,East,Online,2023-02-06,2023-09-01,0.554,626.24,0,0.0,61.0,5
POL-103914,CUST-52403,Commercial,East,Broker,2023-07-31,2024-05-30,0.573,901.96,0,0.0,23.0,2
POL-103915,CUST-50578,Motor,East,Online,2022-02-27,2022-12-12,0.448,267.48,0,0.0,25.0,5
POL-103916,CUST-51274,Motor,West,Broker,2022-02-18,2022-10-13,0.652,773.19,0,0.0,29.0,18
POL-103917,CUST-50168,Home,North,Agent,2023-09-13,2024-03-19,0.415,255.09,0,0.0,61.0,11
POL-103918,CUST-52367,Motor,South,Direct,2022-02-14,2022-12-22,0.901,873.54,0,0.0,42.0,6
POL-103919,CUST-50539,Motor,West,Agent,2023-03-25,2024-02-21,0.811,620.93,0,0.0,29.0,7
POL-103920,CUST-51549,Liability,Central,Agent,2023-11-16,2024-09-26,0.558,479.73,0,0.0,20.0,17
POL-103921,CUST-51525,Motor,South,Online,2023-03-25,2023-12-08,0.81,889.74,0,0.0,45.0,13
POL-103922,CUST-50287,Liability,East,Broker,2022-12-18,2023-10-15,0.255,307.56,0,0.0,40.0,15
POL-103923,CUST-52562,Motor,Central,Agent,2022-11-01,2023-07-16,0.508,496.7,0,0.0,28.0,12
POL-103924,CUST-50019,Motor,West,Broker,2023-04-11,2023-12-13,0.58,604.72,0,0.0,19.0,19
